city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Haunted Places Date	wiki_date	Final Date	Parsed Year	Final Year	Year Match	Wiki Year	Wiki Verified	Keep Entry
Madison	United States	Blood stain on fireplace mantel that won't go away. child heard crying....Tours are given at Heritage hall daily. Madison GA is known for many haunted houses.	Heritage Hall	Georgia	GA	-83.46998789999999	33.5942257	-83.467944	33.5956813	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Marietta	United States	Where a supposed witch is buried. Some phenomenon like knocking coming from underground and sounds like banshees crying, drums playing from nowhere. Fog around the cemetery and no fog anywhere else, a 15-degree temperature drops from being outside and then stepping inside the gates.	The Witch's Graveyard An 1800's graveyard	Georgia	GA	-84.543335	33.95199300000001	-84.5499327	33.95260200000001	2025-02-15		2025-02-15		Unknown	False	Unknown	True	True
McDonough	United States	"Ghosts have been reported to haunt the area and homes where a train crashed into a flooded creek in 1900. The No. 7 train bound from Macon to Atlanta stopped to pick up passengers at the McDonough Station on a night during a flood. Even after being warned not to leave the engineer was reported saying ""We will either be eating breakfast in Atlanta or in hell"". After traveling only seven miles from the station the train plunged into the swelled waters of Camp Creek after the train trestle had washed out minutes before. Nine out of the forty-seven on board survived. You can reach the trestle if you go north on Highway 42 out of McDonough (located 30 miles south of Atlanta) and turn left onto Ivey Edwards Rd. The trestle is right off the tracks to the left and can be seen from Highway 42."	Camp Creek Trestle	Georgia	GA			-84.1468616	33.4473361	1900-01-01		1900-01-01	1900.0	1900.0	True		False	True
Midville	United States	doors, opening and closing, loud noises, spotting of the preacher that hung himself, lights, candles everywhere, things being through at you, noises in the grave yard, blood on the ceiling .Each time you go out there different things happen.	Bark Camp Baptist Church	Georgia	GA	-82.2068779	32.8835741	-82.2348455	32.8190456	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Milledgeville	United States	The mansion was built in 1838 and is said to he haunted. Lights turn on and off, beds unmake themselves when no one is around, and the smells of freshly baked foods can be smelled in the kitchen when no one has cooked. The mansion is currently owned by Georgia College and State University and is located on the corner of Clarke and Hancock.	Old Governor's Mansion	Georgia	GA	-83.23146419999999	33.0796692	-83.2320991	33.0801429	1838-01-01	1972-02-01	1838-01-01	1838.0	1838.0	True		False	True
New Hope	United States	"A Civil War solder can be seen at the battle trenches across the road from the church. Other sightings have occurred behind the graveyard in New Hope. Phantom lights and distant moans and groans of pain from the two thousand solders killed on the place referred to as the ""Hell Hole"" just before storms occur."	New Hope Church	Georgia	GA	-83.9174941	33.9241907	-84.5088899	34.7275	2025-01-01	2025-05-25	2025-05-25		1864	False	1864	True	True
Newnan	United States	The bridge over Cedar Creek on Roscoe Road in Coweta County is actually a replacement of the original bridge in question. In the 1930's a horrible accident on the bridge took the lives of a woman and her baby. The woman has manifested herself in voice and appearance in various ways over the last several decades. Hauntings include forlorn screaming (hence the name), rapidly dropping temperatures, and a ghost car.	Cedar Creek Bridge	Georgia	GA	-84.7345923	33.4612813	-84.79965729999999	33.3806716	1930-01-01		1930-01-01	1930.0	1930.0	True		False	True
Newnan	United States	Theater is housed in what was once a warehouse, probably for cotton, which was abandoned for years until it was inhabited by the theater company. Volunteers and actors have felt a distinct presence, many of them collaborating on one particular area on the floor on the way to the bathroom. Several have believed the presence to be distinctively male. A psychic visited there last year and said she saw a man wearing a suit walk through one of the doors. She later saw him standing in a particular corner of the stage. He has been blamed with man petty prop disappearances.	Manget-Brannon Theater for the Arts	Georgia	GA	-84.7439481	33.3782654	-84.79965729999999	33.3806716	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Newnan	United States	people see the founder of Wal-mart and some times he grabs customers	Wal-Mart	Georgia	GA	-84.7437286	33.3936152	-84.79965729999999	33.3806716	2025-01-01	2005-01-01	2005-01-01		2005.0	False	1962	True	True
Pickens County	United States	"There is a bridge off Carver Mill Road in western Pickens County that at one time some 50-60 years ago used to be wooden, that crossed over Scarecorn Creek. Years ago, this couple drove across the bridge and it collapsed on them, thus causing them to fall into the creek below killing them both. The bridge now is paved and well supported. You can drive onto the bridge anytime at night and shut the car off and all artificial light(flashlights, headlights, cell-phone background lights, pager blinking red lights, etc.)must be shut off and wait patiently in the car and this black figure of an average size man will walk from the end of the bridge and to your car and look into the windows. If a woman is in your car it will most likely go to her first and will continue to examine your car. If you crank your car, without turning on your lights, and begin to drive off, the man will chase you until you are off the bridge. Then the ghost will disappear into the night. The ghost is there to try to scare people off the bridge so that they won't face the same fate that the couple did. BEWARE: The ghost doesn't always walk right to your car. Sometimes it just appears at your window and can scare you plum to death. It is best if you do this during a full moon so that there is plenty of ""natural"" light to see the ghost with."	Carver Mill Bridge	Georgia	GA	-84.60110100000001	34.4970902	-84.4592701	34.4497166	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Rabun County	United States	"breathing Indian legends say the mountain is the home of a fire race of demons. Strange sounds called ""The Music of The Bald"" is heard. Some say it sounds like echoes from a cannon, and other times the sound of crying babies. Campers and experienced outdoorsmen say there is an evil presence there."	Bald Mountain	Georgia	GA	-83.30599	34.9818278	-83.3789389	34.9027286	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Ringgold	United States	The house that stands here was built in 1918, but a Union Soldier named Captain died on the grounds long before. He haunts the front of the property and the front rooms of the house. If Captain likes occupants of the home, he shows himself by doing parlor tricks. If he dislikes certain visitors however, he frightens them with constant rapping and banging noises. He has even been known to reveal his full form at the person's bedside in early morning hours. Sometimes, he will get in bed with visitors! One of the buttons of his coat was unearthed in the front of the property, along with other objects. Legend states that he is hanging around to await a letter from his sister.	Boynton	Georgia	GA	-85.16803	34.9237721	-85.1091173	34.9159099	1918-01-01		1918-01-01	1918.0	1918.0	True		False	True
Ringgold	United States	There are many reports of seeing a mysterious set of glowing green eyes from a ghost of a confederate soldier. Even during the war, soldiers had reported him looking over the dead during battles. Also, There is an old tower here that is visible from the main road. The top four steps have a mysterious blood stain on them. People have tried to remove the stains, but to no avail. They always seem to return. A mysterious being haunts the area beneath the stairs at night. - October 2007 additional information: It is believed the mysterious being living under the stairs in the old tower is said to be part sheep and part woman. There have been reports from people who live in the area of a nest that was removed from underneath the stairs in years past. There are a great number of unexplained things in this park. You can feel the ground shake and hear the cannons explode if you listen hard enough.	Chickamauga Battlefield	Georgia	GA	-85.26978489999999	34.9319286	-85.1091173	34.9159099	2007-01-01		2007-01-01	2007.0	2007.0	True	1998	True	True
Robins Air Force Base	United States	In March of 2001, there was a military aircraft that crashed about 40 miles from the base. The bodies and parts were stored in one of the hangars. since then there have been strange noises, cold spots, and some of the machines have turned on unexpectedly. WARNING: AIR FORCE POLICE PATROLS THE HANGAR AND SURROUNDING AREAS AND YOU WILL BE PROSECUTED BY FEDRAL COURT. - December 2003 update: When the plane went down they brought the bodies to the hangar for an accident investigation. I helped clean the hangar and set down the tarps for the bodies. Ever since then in the early morning and late at night-lights go on and off in the hangar. you always feel as though someone is walking around behind you. Some of the sheet metal machines run by themselves even when no one is around. This building is used for sheet metal repairs on aircraft.	Aircraft Hangar	Georgia	GA	-83.5878582	32.5921395	-83.58218719999999	32.6106269	2001-01-01		2001-01-01	2001.0	2001.0	True		False	True
Rome	United States	CCC Road - aka Seven Bridges Road - On the northern side of Berry College, there is a road - CCC Road, when you go west, if you count the small bridges as you go over them, there are seven, turn around, count them on the way out, there are only six. At the west end of the road are the ruins of an old church and cemetery called Mountain Springs Church. You can hear music coming from the church at night along with crying and footsteps in the cemetery. - October 2004 update: this is a dirt road and it is blocked of to visitors with no permission.	Berry College	Georgia	GA	-85.189199	34.290361	-85.1646726	34.257038	2004-01-01		2004-01-01	2004.0	2004.0	True	1902	True	True
Rome	United States	"On the road between the main campus of Berry College and the new mountain campus, the 2-mile road is bordered by woods on both sides. In the days before there was a mountain campus, students from Berry would go up into the woods to fool around. One such couple who attended Berry in the '40's is the subject of a tragic accident that occurred at Berry. After making love, the young man and young woman got into an argument, and the boy left his girlfriend in the woods to walk home alone while he drove. After driving a little while, he felt sorry and turned around to pick her up. On the way back, he wasn't paying attention to the road and he hit something. Assuming it was a deer, he got out to look--and it was his lover! She was dead. To this day, students at Berry say that if you go to the spot on the road where the girl died (it is not a bridge) and say, ""Green lady, green lady, green lady"" that a pale green light will appear in the trees. This is her spirit."	Berry College – The Road between the new &amp; old campus	Georgia	GA	-85.189199	34.290361	-85.1646726	34.257038	2025-02-02		2025-02-02		2006	False	2006	True	True
Rome	United States	Tower Between East And West Mary Girl's Dorms - Between the dorms of East Mary and West Mary on the Berry College campus is a tower that has stood there ever since the college opened almost a century ago. It is said that a student at Berry hung herself up in the tower and was not found for days. No one knows why she killed herself. The room in which she died is now locked, but you can go to the door. It is inexplicably could in the tower, even during the hot Georgia month of August, and it is said that if you wait there long enough in the dark, you can hear her crying--her last cries--just before ending her life.	Berry College	Georgia	GA	-85.189199	34.290361	-85.1646726	34.257038	2025-08-26		2025-08-26		1902	False	1902	True	True
Savannah	United States	Witnesses say you can see mist of smoke following you and sometimes they chase you. You can even hear sounds, loud pitch voices almost like a horse but not. Bushes will move trees with slant down.	Grove Point Plantations	Georgia	GA	-81.2036097	31.9519028	-81.09983419999999	32.0835407	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Savannah	United States	"Said to be haunted by the spirits of children. Also, by a ""Lady in Gray"" who haunts not only the bed & breakfast in general, but particularly room #203. People who have stayed in this room have felt their hands being gently touched and have felt kisses upon their cheeks. All have agreed that she seems to be a very friendly spirit."	Kehoe House Bed &amp; Breakfast	Georgia	GA	-81.088381	32.07715	-81.09983419999999	32.0835407	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Savannah	United States	a lady once pregnant that had committed a crime. Her hanging was postponed until she had the baby. When she finally had the baby, it was taken away and she was hanged. You can see her wandering through the square crying . if you go up to her she will think you have the baby and will follow you through the square.	Main Town Square	Georgia	GA	-81.09633269999999	32.0740651	-81.09983419999999	32.0835407	2025-01-01	1555-01-01			1898	False	1898	True	True
Savannah	United States	It is a college dorm and water has turned on several times, a girl once tape recorded the sounds of her room after things were being rearranged when she left, and she heard only the door shut when she left and then shortly after there were noises of things moving. And there have been whispers in people's ears when they try to sleep at night. Others report the most famous place is in front of room 600 and/or 601. The place in front of the rooms is where a girl jumped and committed suicide years before, thus if you go there now the place has Plexiglas all round half of floor 6. In room 416 there are reports of a stool scrapping across the floor above and a marble dropping and rolling.	Ogalthorpe House	Georgia	GA	-81.0957292	32.0772805	-81.09983419999999	32.0835407	0600-02-26				Unknown	False	Unknown	True	True
Savannah	United States	Pirate Captain Flint haunts this place. And also 12 people from the Ghost Chasing Society of America stayed there for two nights, in the second floor of the restaurant. Two of them were the only ones at the end of the two days.	Pirate's House Restaurant	Georgia	GA	-81.083885	32.078075	-81.09983419999999	32.0835407	2025-02-12		2025-02-12		1871	False	1871	True	True
Savannah	United States	Weston House - A dorm for the Savannah College of Art and Design which was formerly the Savannah Weston Hotel. It is located on 231 West Boundary St. and is one of the various areas of Savannah where civil war battles were fought. The old railroad also ran adjacent to it. At all times of the day students hear tapping on the walls, furniture moving in empty rooms, and a singing girl. There have been rare occasions of physical contact, in which students have reported being touched or grabbed. Sightings are more rare, but they have been experienced.	Savannah College of Art	Georgia	GA	-81.0940516	32.0729232	-81.09983419999999	32.0835407	0231-02-26				1978	False	1978	True	True
Savannah	United States	The story is this restaurant is haunted by Captain Redbeard (Captain Flint) and was built back in the 1700's, and was originally a pub for sailors. And Captain Flint would go there with his sailors and take women through a secret passage that lead out to the docks and would take them onto his ship. They have had so many reports of ghostly activity on the second floor that they had 12 experts from the National Ghost Chasing Association come and stay in the second floor for 3 days. There was so much weird activity that all of the experts except 3 of them were left by the end of the 3 days. All of the experts were scared out of their minds.	Pirate's House Tavern	Georgia	GA	-81.083885	32.078075	-81.09983419999999	32.0835407	2025-02-12		2025-02-12		Unknown	False	Unknown	True	True
Scott	United States	Many happenings are reported for this church and cemetery. One of the stories is that a man who was known to be quit mean, and a known atheist, went out into a field and said if there is a god let him strike me dead. Lighting struck him dead on the spot, lightening then struck his casket at the funeral, and sticks his head stone now on a regular basis. Many voices and strange noises are heard coming from the church at night. It is told that it sounds like every pew in the church is flipped over at once.	Bay Springs Church/Cemetery	Georgia	GA	-84.9877624	34.0828636	-82.6668019	32.5518326	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Screven	United States	There is said to be an orb of light, hovering over a railroad, where a man was hit. Is seen at night. The man use to walk up and down the railroad, carrying a lantern, the orb of light swings side to side.	Railroad	Georgia	GA	-81.6390522	32.7468105	-82.0170596	31.48632539999999	2025-01-01	1890-01-01	1890-01-01		1890.0	False	1825	True	True
St. Mary's	United States	A ghostly little girl is said to walk through the building upon the midnight hour. It is said that you can see flashes and images upon midnight.	Orange Hall	Georgia	GA	-81.5481045	30.7243064	-81.57061089999999	30.7478954	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Stillmore	United States	Old Kenfield Rd - While walking through the black half of the cemetery (being a relatively old cemetery in the south (some new graves, though), it is segregated)which is on the left-hand side of the road (going downhill), on a very warm August afternoon, my kids and walked through what was a very cold, moist spot. It was way out in the middle of the cemetery, no trees or other shade around, no tombstones close by. It only lasted a brief moment, and surprised us so much that we didn't realize what had occurred for a minute. We then walked the whole area again, finding nothing.	Stillmore Cemetery	Georgia	GA	-82.2208046	32.4328726	-82.21512330000002	32.442115	2025-08-26		2025-08-26		1884	False	1884	True	True
Stockbridge	United States	There are railroad tracks right beside the school. A group of people was crossing the tracks and their car overheated. They just sat there because nothing was coming and they were waiting for their engine to cool down. Well, they started to hear the sounds of a train. They saw a train approaching and tried to get out of the car. Two of the five people made it out. The train rammed right into the car, blowing the car up and sending it flying into the woods right behind the school. You can see the remains of the burnt car in that patch of woods from the playground. Supposedly, on the night and around the night that the accident happened, you will see a hitchhiker. If you pick them up, they will sit with you and you will stall on the tracks. A 'train' will start coming at you. All of the sudden, the person will disappear and your car will start up and you will drift forward. But if you don't pick them up, you stall on the tracks and the 'train' comes at you and just goes right through you and your car.	Stockbridge Elementary	Georgia	GA	-84.2311192	33.543043	-84.23380929999999	33.5442781	2025-03-01		2025-03-01		Unknown	False	Unknown	True	True
Stone Mountain	United States	April 2008 Has been removed. Trespassers will be arrested	cemetery by Days Inn	Georgia	GA	-84.1716045	33.8122526	-84.17019599999999	33.8081608	2008-01-01		2008-01-01	2008.0	2008.0	True		False	True
Summerville	United States	This abandoned manor house was the scene of a double murder in 1982. Before the murder the site was once used for satanic rituals. It's said to be haunted by evil forces.	Corpse Woods	Georgia	GA	-85.2320739	34.5524705	-85.3477343	34.480642	1982-01-01		1982-01-01	1982.0	1982.0	True		False	True
Swainsboro	United States	Lights go on and off. Objects are moved. The outline of a young man can be seen moving through several of the rooms and in the auditorium	Old WJAT radio station and auditorium	Georgia	GA			-82.33373759999999	32.5973856	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Tallapoosa	United States	Witnesses report hearing the screams of a woman that was murdered there in the 1940's by her boyfriend and another man because they were all involved in a robbery. While crossing the bridge before keys castle a young man in a blue windbreaker can be seen on the bridge. Legend states that the young man and his friends were drinking and driving and he was put out as a prank because of the screams from the girl killed in the 40's. he fell off the bridge and drowned in the river. He can be seen waiting for his friends to return to pick him up.	Devil's Kitchen	Georgia	GA			-85.2880077	33.7445499	1940-01-01		1940-01-01	1940.0	1940.0	True		False	True
Tifton	United States	Information not known on incident happening in the late 1900's. The story says that if you are to walk behind the church there is a trail behind it leading into the woods. You may hear things running through the woods to meet you at the end of the trail. The objects will make odd noises like a panther. It's a really high-pitched scream that will send chills up your spine. Residents from miles away can hear the screams from all around the church. - December 2003 update; you can't go to Hickory Springs at night, because there is a no trespassing sign and cameras everywhere. If you trespass, you will be arrested. You can go there during the day though the groundskeeper will shoot Trespassers.	Hickory Springs	Georgia	GA	-83.608464	31.527105	-83.5084973	31.4504629	2003-12-01		2003-12-01	1900.0	2003.0	True		False	True
Toomsboro	United States	Weird lights and noises can be heard and seen late at night. When the hotel was undergoing restoration, it was said that things would be moved around or just... disappeared.	Old Toomsbaro Hotel	Georgia	GA	-82.542868	35.620178	-83.07931599999999	32.8268192	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Tybee Island	United States	Every full moon by the old fort you can hear the sounds of fighting and cries of death as the ocean waters turn the color of blood red. The fort is across the road from the lighthouse, which is said to be haunted by a former keeper.	The Light House	Georgia	GA	-80.8454667	32.0221802	-80.845666	32.0002152	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Unidilla	United States	A ghost haunts this site. 1994 or 1995 four teenagers went out there to see if they could see the ghost and one of the graves had been dug up and a skull was sitting on top of a head stone. You will get in trouble if caught there now. - December 2003 Update: The church is no longer standing, it was torn down years ago. The old cemetery is still there, and it is still active. The church was located in the middle of nowhere. When you approached it, it seemed to glow.	Old Unidilla Baptist Church	Georgia	GA	-83.73844179999999	32.2668558	-83.73656559999999	32.2615496	1994-01-01		1994-01-01	1994.0	1994.0	True		False	True
Valdosta	United States	It was said that when this bar use to be a house, the former owner hung himself in his office locking the door behind him. Now during the night chairs end up on the floor after being put up the night before. The recent owner apparently was locked out of the office room after she went to use the bathroom. On another occasion, patrons starting screaming vulgar words towards the ghost, when as soon as they where done the lights and sound just cut off for a minute and a cold chill ran through the room. - May 2004 update. An investigator reports they went with two other members of their team and the (then) owner to the building that was known as Warren's Blue Bayou, formerly the Bell House (named after James Bell, who built it around the turn of the century) and currently known as Vito's Restaurant. Although they did not get any emf readings, temperature drops, or evp's, they did manage to get an orb photo. The images are very clear and bright. They had it analyzed by professional developers who could not explain it as a developing error or any kind of reflection. They are attempting to get the current owner's permission to investigate further. One orb photo may not seem like much, but Mr. Warren related stories about his employees stacking chairs on the table so they could mop, only to turn around and have them back on the floor again. Also, he alleges that as he sat in his office doing paperwork, he felt a forceful thump on his chest. When he looked down, there was a wet spot approximately the size of a man's fist on his chest.	Warrens Blue Bayou	Georgia	GA			-83.2784851	30.8327022	2004-05-01		2004-05-01	2004.0	2004.0	True		False	True
Wayne County	United States	"Spook Light - Just off Hwy. 84, in Wayne County, between Jesup and Screven is a stretch of railroad track that is haunted. The locals call it the ""Spook Light"". It is said that years ago a rail worker lost his balance and fell on the tracks and a coming train ran over him and cut off his head! He walks the tracks at night, usually at midnight, caring a lantern looking for his head. People who have seen the ""Spook Light"" can find no explanation for it! - October 2004 update: This is also the Appling County - Spooklight - listed above. it can be seen in both places along the tracks."	Jesup	Georgia	GA	-81.8853924	31.6074365	-81.909826	31.5092107	2004-01-01		2004-01-01	2004.0	2004.0	True		False	True
Waleska	United States	Paul Jones Hall - Many of the buildings on the campus of Reinhardt College, a Methodist school founded in 1883 in the northern section of Cherokee County, have supernatural occurrences attached to them. The ghost of a janitor who hung himself in the 65-year-old building's attic haunts the oldest still-standing dormitory, Paul Jones Hall. In that dormitory, the doors open and close by themselves, showers and water spigots turns on and off, and the noises of the suicide can be heard replayed almost nightly by guys on the top floor coming from the padlocked attic.	Reinhardt College	Georgia	GA	-84.55053079999999	34.3209328	-84.5521524	34.3164826	1883-01-01	2050-02-26	1883-01-01	1883.0	1883.0	True		False	True
Waycross	United States	level 3 the third cell many girls claimed to see a old lady from when black and whites had to be separated the lady hung her self and at nights you can see her walking down the hall girls would not stay in the third cell on level 3 because of it....	Ware County Old Jail	Georgia	GA	-82.4035542	31.2611339	-82.3540178	31.2135511	2025-02-03		2025-02-03		Unknown	False	Unknown	True	True
White County	United States	This entire length of road is said to be haunted. The fields sometimes glow an eerie shade of green at night. An old home-place was once located in one of the fields and was occupied by an old woman. It is said the house burned down killing the woman and if you stand in the field late at night you can her the old woman creaking back and forth in her rocking chair. The old woman's specter's is also said to sometimes take the form of a black panther, and roams the area. There is also a pond located in one of the fields, and it's said at night green lights rise from the water and float across the fields and into the woods. Be aware the vast majority of this area is PRIVATE PROPERTY.	Cooley Woods Road	Georgia	GA	-83.729253	34.5729039	-83.7199136	34.6567728	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
White County	United States	People who visit the cemetery are said to hear voices, whispers, and unexplained movement and footsteps in the woods near by. People also have experienced unexplained bouts of fear and terror. The area is a known location for satanic rituals. The road (Pig Valley Road) and most of the area is now closed and will soon be flooded to build a lake.	Pig Valley Cemetery	Georgia	GA			-83.7199136	34.6567728	2025-01-01	3300-01-01			1900	False	1900	True	True
Whitfield County	United States	the tunnel and the surrounding area was the site for numerous civil war battles, and in the 1900s a man riding on a circus train was supposed to have been decapitated there in an accident. Ghostly forms are seen inside the tunnel. On the fields surrounding the area, several bloody battles were fought. People have reported seeing ghostly campfires and lanterns that disappear when you get near them, the smell of rotting flesh that only some can smell, sightings of confederate and union soldiers that vanish into thin air, and strange screams from the woods.	"Tunnel Hill – The Western Atlantic Tunnel (or the ""Tunnel Hill Tunnel"")"	Georgia	GA	-85.03541349999999	34.8392626	-84.981754	34.8033566	2025-01-01	2025-02-21	2025-02-21		2025	False	2025	True	True
Woodstock	United States	Back in the 1700's a young man hung himself on a bridge which is now part of red 5, the front 9 of the golf course Bradshaw Farms, legend has it that you can see this young man every night swaying.	Bradshaw Bridge	Georgia	GA	-84.4441645	34.1530612	-84.5193754	34.1014873	2025-02-05		2025-02-05		1993	False	1993	True	True
Worth County	United States	"there is to be rumors about a man who had hung himself in is now the 4th grade girls bathroom, and on cloudy days if you walk in the last bathroom stall you will have a feeling of something watching you. also there have been many reports of girls playing ""BLOODY MARY"" and many broke\scratched mirrors as a result. the school is still in use and has been around since 1962. many other ghostly reports have been made in other parts of the school, such as lunchroom, fifth grade wing, storage rooms, and bathroom on the music room hallway."	Holley elementary School	Georgia	GA	-83.8498762	31.5344718	-83.8897057	31.5282489	1962-01-01		1962-01-01	1962.0	1962.0	True		False	True
Young Harris	United States	New Dorm - Many years ago, a poet/student at the college hung himself on the premises where the newly built dormitory stands. It is said by some faculty and former students that high up, normally on the 2nd to 3rd floor of the new dormitory, you can vaguely see him hanging there from the rope tied to the ceiling in the later hours of the night. You can also see him sitting out in the lawn writing in his book of poetry. - December 2003 update: monitors will turn on/off for no reason, the blinds will shake, the doors on the closet will shake, the door entering our room will be knocked on but nobody will be there to have knocked on it, and there is often a lot of commotion in our bathroom. These things happen no matter the time of day as well.	Young Harris College	Georgia	GA	-83.84682	34.932492	-83.8471223	34.9331453	2003-12-01		2003-12-01	2003.0	2003.0	True		False	True
Young Harris	United States	"Clegg Fine Arts Building – Clegg Auditorium - It is common knowledge over the campus that Charlie Clegg, the president of the college in the 1960's, haunts the entire fine arts building. Even the professors acknowledge his presence by saying, ""Goodnight, Charlie,"" when exiting the building for the night. Charlie has been known to play the organ downstairs at night, appear on stage, find lost props minutes before the actor has to appear on stage, whisper lines to actors who draw a blank, and even touch a few people from time to time. Although benevolent and helpful, he often frightens people to the point that they will not enter the auditorium alone."	Young Harris College	Georgia	GA	-83.84682	34.932492	-83.8471223	34.9331453	1960-01-01		1960-01-01	1960.0	1960.0	True		False	True
Young Harris	United States	Dobbs Theatre - the early 1990's there was a janitor named Jesse who loved the theatre and would participate when a particular role called for someone who had visible age. He one day was driving home and wrapped his car around a tree; his ghost has haunted the Blackbox ever since. In the storage room, the noise of moving chairs and other items can often be heard. In the classroom, the motion sensor light turns on when the door is locked and nobody is in there. Footsteps up the steps and around the building are common. Movement upstairs and in the catwalks is also very common. While Charlie in the Clegg building usually causes commotion at night, Jesse seems to be around 24 hours a day- even while there are large groups and classes in the theatre.	Young Harris College	Georgia	GA	-83.84682	34.932492	-83.8471223	34.9331453	1990-01-01		1990-01-01	1990.0	1990.0	True		False	True
Marion	United States	Good Shepard Clinic - The Clinic used to be the old Jefferson Hospital, The ambulance crews use one section of the old hospital as living quarters, the work out room used to be the nursury. There is one room in the quarters that they will not go into. Some have said that they have seen shadows in throughout the building that are not in the living quarters, after the clinic has closed late at night.	Jefferson	Texas	TX	-94.3451926	32.7573626	-98.1402865	29.5713402	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Marfa	United States	It is a great tourist attraction. For years everyone has gone to this place on the road between Marfa and Alpine. No one knows if the lights are in fact spectral or of UFO origin.	the Marfa Lights	Texas	TX	-103.8828184	30.2751212	-104.020623	30.3094622	2025-01-01	2025-01-01	2025-01-01		2000	False	2000	True	True
Marshall	United States	HWY 31 - A patron of the business reports seeing an apparition of a head. It was looking up towards the ceiling, long curly black hair, pale face, no expression at all, only at second glance it was gone. Strange cold and warm spots felt as well.	Marshall Pottery	Texas	TX	-94.3186585	32.5121755	-94.3674184	32.5448714	2025-01-01	1974-01-01	1974-01-01		1974.0	False	1974	True	True
Marshall	United States	HWY 59 - When they were building the new plant, they apparently found one of the workers dead by a tree when the construction first started. That tree was located what is now, the center of the warehouse. Unknown causes of death. The second story is that the plan was built on ancient sacred Indian grounds, it may be both. Workers will very clearly hear their name called, even with the roaring of machinery.	Marshall Pottery	Texas	TX	-94.3186585	32.5121755	-94.3674184	32.5448714	2059-02-26	1974-01-01	2059-02-26		1974	False	1974	True	True
Maxdale	United States	It is believed that this very old cemetery is haunted by an old man with a limp, some say he was the caretaker of the cemetery. There is also a small old iron bridge you have to cross to get to the cemetery which is also believed to be haunted if you go at night to visit the cemetery and you stop on the bridge turn off your headlights and count to ten then turn them back on there will be a man hanging from a noose. Who is believed to have hung himself when he could not save the life of his girlfriend who had drowned in the river under the bridge. Another story is that a man committed suicide by driving his truck off a small bridge on the road to the right side of the cemetery. Witnesses report a phantom old truck appearing behind them. Chasing them for a moment, along with a sad presence felt through out the entire cemetery.	Maxdale Cemetery	Texas	TX	-97.8301538	30.9867166	-97.8355748	30.9899004	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
McAllen	United States	Four years ago a young boy was climbing the ladder to get to the loft. When he got to the very top he fell and was killed instantly by having his neck broken. Every once in a while during night crew u can here a young boy laughing and running around in the loft. Lights sometimes turn off and on and certain locked doors will open but remain locked.	Toys R Us	Texas	TX	-98.2345106	26.1879881	-98.2300124	26.2034071	2025-01-01	1948-01-01	1948-01-01		1948.0	False	1948	True	True
McKinney	United States	In the old court house there is a lady in white. At night, she is looking out the window. They say back in 1896, she hung herself.	McKinney downtown.	Texas	TX	-96.6153439	33.1976105	-96.6397822	33.1972465	1896-01-01		1896-01-01	1896.0	1896.0	True		False	True
Mesquite	United States	"Several stories are told from employees too visitors whom went through personal experiences of that school. Children heard running up and down the halls at night, from janitors that work there. Chairs moving in the lunch room. A women spotted by a janitor at night walking down the hallway at night dressed in 19th century clothing. And a gym were children have been spotted in the daytime that don't exist. There is a story of a teacher that told his children they couldn't use the restroom in the gym without permission a child stood in front of the restroom watching and ran in. he said hey you cant go in there. When he went in there too get him, no one was in there and there's no other way out. and on the last day of this employees job he said out loud in the gym, ""you can have it I don't have too deal with you anymore”, as he was walking out, a hockey stick was thrown across the gym and no one was in there. This was after school hours. Witnesses there at night and heard children on the playground with no one there. There are many stories about that school for many years."	Galloway Elementary	Texas	TX	-96.6354195	32.7707245	-96.5991593	32.76679550000001	2025-02-19		2025-02-19		2020	False	2020	True	True
Mesquite	United States	Hollomans Road is a small dirt road that curves between Lawson Rd. and Bruton Rd. There is a solitary home that has sat for many years abandoned on this small street. It is the only structure on the road. Brave teenagers have tried to walk the street at night only to disappear never to be seen again. The road became such a danger that the city closed the road off. Witnesses become overwhelmed by a sense of dread and of being watched, even in broad daylight. In the 80s, a Dallas man killed a young woman and her young son and dumped their bodies on that dark and brooding road (this is easily checked, as the case was just solved in the last year or so).	Old Holloman's Road	Texas	TX			-96.5991593	32.76679550000001	2025-03-01		2025-03-01		Unknown	False	Unknown	True	True
