city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	description 2	Audio Evidence	Image/Video/Visual Evidence	Haunted Places Date	Haunted Places Witness Count	Time of Day	Apparition Type I	Apparition Type II	Apparition Type III	Event Type	Alcohol Abuse Rate	Amount of daylight	Sunrise Time	Sunset Time	Max Temperature	Min Temperature	Precipitation	comment count	EHP rating	image	urban_or_near	color	element	Dimensions
Douglassville	United States	Sightings of apparitions as well as ghostly sounds. - January 2004 addition: a former worker in the kitchen, claims that one night he ran down to the cellar to get ice out of the freezer, and as he was bent over he felt someone put their hand on his shoulder, he turned around to see who it was and there wasn't anyone there. He never ran so fast upstairs in his life. Also he saw with his own eyes a pregnant woman who worked there, was on the second floor collecting dirty dishes on a tray and proceeded to use the main steps to come downstairs. As she did so she tripped and the tray went flying to the bottom of the stairs and the dishes broke into a million pieces but many witnesses say the she did not fall. Something caught her in mid air and set her back down on the steps. there is also the story of the hat that keeps reappearing on the fireplace mantel, even though every night it gets locked in a closet when employees come in the next day its back out on the mantel.	Cavettos Brinton Lodge	Pennsylvania	PA	-75.720902	40.24780550000001	-75.7262916	40.2581117		True	True	2004-03-07	5	Evening	Orb, Ghost	Several Ghosts	Unknown	Murder, Supernatural	18.5	11:35	6:26	6:01	12.1	3.3	0.0	Unknown	Unknown	Unknown	True	RGB(105, 67, 14)	Unknown	432x257
Douglassville	United States	It's said that a woman killed herself in the middle room of the Yellow House Hotel inn and restaurant. People have spotted her in the middle window, people that stay in the room claim to have seen the woman.	Yellow House Hotel	Pennsylvania	PA	-75.7547094	40.3229618	-75.7262916	40.2581117		True	True	2025-01-01	1	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	09:22	Unknown	Unknown	unknown	unknown	unknown	8	82.5	True	True	RGB(145, 126, 105)	Unknown	474x306
Downingtown	United States	"Creek Rd off of Boot Rd in D-Town. Two tunnels connected by a sliver of open space with a wire connecting them. Stories say that a man hung himself from the wire. At the entrance (going towards boot rd.) spray painting of a suitcase with an arm sticking out pointing down. Writing by painting says ""help me"". it was pointing at a suitcase on the ground filled with a females dismembered body parts. She was said to have been killed by a motorcycle gang from the area in the early nineties."	Twin Tunnels	Pennsylvania	PA			-75.7032742	40.0064958	     The ghost of a man who was hit by a train in the 1930's is said to walk the railroad tracks. Additional r esearch for this allegedly haunted location is currently in progress.	True	True	1930-03-07	0	Morning	Ghost	Single Ghost	Male Ghost	Murder	18.5	11:32	6:28	6:00	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	RGB(14, 13, 9)	bear	474x266
Doylestown	United States	The dorms are haunted by a ghost that hung himself, (dorm is the original, from the 1890's) and can be heard walking down hallway, from personal experience ghost has took and object in room and placed it in the middle of the room standing up in the morning.	Delaware Valley College	Pennsylvania	PA	-75.15994289999999	40.2982282	-75.1298939	40.3101063		False	True	1890-03-07	0	Morning	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	11:34	6:25	5:59	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(121, 91, 65)	potted plant	474x326
Doylestown	United States	the ghost of a housekeeper still making her rounds has been seen	Fonthill Mansion	Pennsylvania	PA	-75.1230125	40.3211015	-75.1298939	40.3101063		True	True	1755-03-07	1	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:33	6:29	6:02	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(191, 179, 159)	Unknown	474x343
Doylestown	United States	Almshouse Rd. and Rt. 611. The complex was used as the Bucks County Almshouse from 1810 to 1966. Several of the old buildings are still standing. People are said to have seen apparitions in and around the old buildings on the complex.	Neshaminy Manor Center	Pennsylvania	PA	-75.1336675	40.2673616	-75.1298939	40.3101063		True	True	1966-03-07	1	Unknown	Ghost	Several Ghosts	Unknown	Murder, Supernatural	18.5	11:33	6:25	5:58	3.6	-1.6	0.0	Unknown	Unknown	Unknown	True	RGB(117, 105, 92)	Unknown	474x268
Drexel Hill	United States	"Originally the old Drexel Estate and then later before the school an orphanage- there are 2 tales here. The 1st is the story of an orphan that was murdered by another. On the second floor of the school there are still 2 halls left with the original bedrooms- still not converted to classrooms. The halls are on the same floor as the chapel. Students have claimed to see furniture move in those rooms. There is 1 old rocking horse in particular that will ALWAYS MOVE ON ITS OWN when the room is occupied for too long. Because of the hostile vibe felt in that room, people believe that is the spirit of the murdering orphan, who also died there due to a ""freak"" accident. There are also reports of students seeing two children late at night, running, fighting, and screaming through those halls. The 2nd story is the tale of a nun who taught at the orphanage. She hung herself in the bell tower and haunts it to this day. Many times the bell will ring unexpectedly and late at night a light will go on and off. Unlike the modern light that is suppose to be up there (which seems to always mysteriously short out), it looks like a candle. Students who have tried to get up there have been spooked severely. The school has had the bell tower sealed off for years. Some students have reported coming back from school dances and looking up to see the nun looking at them from the bell tower."	Archbishop Prendergast High School	Pennsylvania	PA	-75.2814674	39.9533093	-75.2921301	39.9470567		True	True	2005-09-07	1	Evening	Orb, Ghost	Several Ghosts	Female Ghost, Child Ghost	Murder, Death	18.5	12:48	6:34	7:22	28.2	14.1	0.0	Unknown	Unknown	Unknown	True	RGB(172, 169, 161)	bench	474x355
Drexel Hill	United States	Now, next to the school there is a WAWA. Many, many years ago, long before the school was ever built, the grounds were a holding house for prisoners. Many of the prisoners were mistreated and murdered by the guards. Their bodies were buried on the plot, unmarked, and later the school was built over their graves. Many times late at night you can see them walking the grounds. They are very restless and some quite hostile. One summer, after the night of a full moon, the following morning all the birds and squirrels in the surrounding trees were found mysteriously dead all over the school grounds. Drexel Hill in general is a HUGE paranormal area with rich history.	Garretford Elementary School	Pennsylvania	PA	-75.2978754	39.9434674	-75.2921301	39.9470567	 Monsignor Bonner & Archbishop Prendergast Catholic High School   	True	True	2010-03-07	1	Evening	Ghost	Several Ghosts	Unknown	Death	18.5	11:34	6:25	5:59	10.5	-5.6	0.0	Unknown	Unknown	Unknown	True	RGB(220, 223, 225)	Unknown	474x315
DuBois	United States	One of the old Headmasters likes to shut out lights and mess with the doors. And a little kid runs up and down the hallways. Theirs also another ghost that no one knows who it is, but it looks out the cafeteria windows.	DuBois Central Catholic (Old Building, now part of DRMC West)	Pennsylvania	PA			-78.7583257	41.1210115		True	True	2025-01-01	0	Unknown	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	09:17	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	RGB(107, 96, 52)	Unknown	474x161
DuBois	United States	Transcription Department - What used to be the old convent is the transcription department for DRMC in the back of the Home Health department. When employee's work at night up there by themselves the prayer bell will ring, and when someone else comes in it will stop. There are also times when radios in other offices will turn on by themselves. Sometimes if you put your feet on the back of the desk you feel something pushing on your foot. No matter what time of day it is you can feel them there, but they don’t act until someone is there by themselves during the night.	DuBois Regional Medical Center	Pennsylvania	PA	-78.775151	41.11492000000001	-78.7583257	41.1210115		True	True	2011-03-07	0	Evening	Orb, Ghost	Single Ghost	Male Ghost	Supernatural Phenomenon	18.5	11:32	6:40	6:12	3.4	-6.1	2.6	Unknown	Unknown	Unknown	True	RGB(36, 26, 23)	bus, truck	474x237
DuBois	United States	A female student at the Dubois Area High school was raped and murdered in the woods beside the field. IF you drive into the field and turn off your car but not your headlights you can see the girl run across the field.	Luthersburg Field	Pennsylvania	PA	-78.68885279999999	41.0839662	-78.7583257	41.1210115		True	True	1772-03-07	1	Unknown	Ghost	Single Ghost	Female Ghost, Child Ghost	Murder	18.5	11:35	6:42	6:17	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(230, 235, 244)	Unknown	474x249
Duncannon	United States	"Amity Hall Hotel - Amity Hall - There was a young woman found stabbed to death laying on the front porch on a couch. The legend has it that there was a family that lived in it and the husband went crazy and killed his wife, then his kids, then himself in the upstairs hallways/rooms of the hotel. IN the days of the PA Canal system, canal travelers used to stay there, then in the civil war days it was used as a hospital. - IF planning to visit this place – try to get permission - it says no trespassing When you get permission bring plenty of batteries, because they drain quickly. In the corner of the L-shaped building, very small bluish lights have been. The creepier place on the outside is a door at the end of a hall which is locked shut. The worst room in the house is upstairs, the trophy room. This room is filled with a giant feeling of ""GET OUT OF HERE"". The glass and mirrors are all broken. Very faint white figure of what appears to be a woman in the attic window facing the parking lot can be seen. white flashes of light in the attic windows facing the road have been seen. Faint glows fading in and out of the windows, as well as small but somewhat bright points of light coming from the corner of the L-shape. Frightening black figures, not the shape of a dog, but about the size of a dog, linger in the parking lot. (I believe they are called imps) A particularly vengeful spirit has sat outside of cars in which males are present. It’s believed it is the wife whom the husband beat to death and left on the front porch. It is also said that you can experience reenactments of the murder right in front of you."	Watts Township	Pennsylvania	PA	-76.99394699999999	40.477386	-77.0230334	40.3981415		True	True	1979-06-20	1	Unknown	Orb, Ghost	Single Ghost	Male Ghost, Female Ghost	Murder, Death	18.5	15:04	5:37	8:41	26.3	14.2	0.0	Unknown	Unknown	Unknown	True	RGB(186, 189, 185)	car, car, car	225x225
Dunmore	United States	it is a real long, desolate, and windy road that go for about 3 miles to a small circle. You are supposed to stop there turn your lights off and drive around the circle 3 times and face the way you came in. You then wait there until a large truck, which comes out of no where, starts chasing you. WARNING: DO NOT GET VERY SCARED THE TRUCK NEVER GETS YOU SO DONT GO FAST. PEOPLE HAVE CRASHED AND DIED BECAUSE OF THAT. ALSO DO NOT WAIT TO SEE WHAT AND WHO IT IS. JUST LEAVE! Once u start to leave the lights seem to disappear and you never see any thing behind you.	Elmherst Blvd.	Pennsylvania	PA	-75.5950424	41.3958928	-75.63241119999999	41.4198027		True	True	2025-01-01	1	Evening	Ghost	Single Ghost	Unknown	Murder, Death	18.5	09:15	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(59, 56, 51)	Unknown	474x316
Dushore	United States	Witnesses that travel this road and have seen hanging bodies on the side of the road when you flash your light on them they disappear also there were said to be sacrifices in these woods and you can hear unexplained noises throughout the woods	Sayman Road	Pennsylvania	PA	-76.43987109999999	41.5762011	-76.4007744	41.524242		True	True	2025-01-01	1	Unknown	Unknown	Unknown	Unknown	Murder, Supernatural	18.5	09:14	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	False	RGB(156, 183, 87)	potted plant	474x355
East Brady	United States	Past sightings of fog / smoke near large pine trees. Strange noises heard in night. Blue haze said too follow visitors in the night.	Brady's Bend Cemetery	Pennsylvania	PA	-79.6331223	40.9905108	-79.6131025	40.98589700000001		True	True	2010-03-07	0	Evening	Unknown	Unknown	Unknown	Supernatural Phenomenon	18.5	11:33	6:43	6:16	6.4	-9.5	0.0	Unknown	Unknown	Unknown	False	RGB(178, 177, 165)	Unknown	474x315
East Stroudsburg	United States	An individual has been seen and heard walking around this converted 1864 railroad station.	The Dansbury Depot	Pennsylvania	PA	-75.1811171	40.9990347	-75.1812913	40.9995386		False	True	1864-03-07	1	Unknown	Ghost	Single Ghost	Unknown	Unknown	18.5	11:34	6:29	6:03	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(187, 220, 241)	Unknown	474x316
East Stroudsburg	United States	Hemlock Hall - The second floor and a room are reportedly haunted by a girl. The girl has been to come in only when one roommate is there and the other is at a class.	East Stroudsburg University	Pennsylvania	PA	-75.172533	40.9970909	-75.1812913	40.9995386		False	True	2025-01-01	0	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	09:18	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(89, 134, 168)	car	474x348
Easton	United States	haunted by several ghosts. The library was built on a cemetery.	Easton Library	Pennsylvania	PA	-75.21364419999999	40.6921216	-75.2207323	40.688432		False	True	1776-07-08	0	Unknown	Ghost	Several Ghosts	Unknown	Unknown	18.5	14:57	4:41	7:37	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(62, 68, 60)	Unknown	474x753
